Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description,Manufacturer,LCSC,Type,Dielectric,Voltage,Tolerance,Mouser PN,Voltage Rating,PROD_ID,Color,MF,Description_1,Price,Check_prices,SnapEDA_Link,MP,Availability,MANUFACTURER,MAXIMUM_PACKAGE_HEIGHT,STANDARD,PARTREV,Purchase-URL,SNAPEDA_PN,Series
J9,1,RX LED,Samtec HTSW-103-07-F-S,"Through Hole,P=2.54mm",HTSW-103-07-F-S,Yes,tht,Pin Header 3 Position 2.54mm Pitch Single Row Through Hole -55℃~+125℃,Samtec,C5714562,THT,,,,200-HTSW10307GS,Jumper Default= 1-2,,,,,,,,,,,,,,,,
R1,1,150K,R_0603,0603,AC0603FR-7W150KL,Yes,smt,200mW 150kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142013,SMD,,,,603-AC0603FR-7W150KL,1% 100mW,,,,,,,,,,,,,,,,
R10,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R11,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R12,1,1K,R_0603,0603,AC0603FR-7W1KL,Yes,smt,200mW 1kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C6113732,SMD,,,,603-AC0603FR-7W1KL,1% 100mW,,,,,,,,,,,,,,,,
R13,1,453K,R_0603,0603,AC0603FR-07453KL,Yes,smt,453kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227908,SMD,,,,603-AC0603FR-07453KL,1% 100mW,,,,,,,,,,,,,,,,
R14,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R15,1,1M,R_0603,0603,AC0603FR-7W1ML,Yes,smt,200mW 1MΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142017,SMD,,,,603-AC0603FR-7W1ML,1% 100mW,,,,,,,,,,,,,,,,
R16,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R17,1,1K,R_0603,0603,AC0603FR-7W1KL,Yes,smt,200mW 1kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C6113732,SMD,,,,603-AC0603FR-7W1KL,1% 100mW,,,,,,,,,,,,,,,,
