Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description,Manufacturer,LCSC,Type,Dielectric,Voltage,Tolerance,Mouser PN,Voltage Rating,PROD_ID,Color,MF,Description_1,Price,Check_prices,SnapEDA_Link,MP,Availability,MANUFACTURER,MAXIMUM_PACKAGE_HEIGHT,STANDARD,PARTREV,Purchase-URL,SNAPEDA_PN,Series
R30,1,1M,R_0603,0603,AC0603FR-7W1ML,Yes,smt,200mW 1MΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142017,SMD,,,,603-AC0603FR-7W1ML,1% 100mW,,,,,,,,,,,,,,,,
R31,1,137R,R_0603,0603,AC0603FR-07137KL,Yes,smt,137kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227579,SMD,,,,603-AC0603FR-07137KL,1% 100mW,,,,,,,,,,,,,,,,
R32,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R33,1,137R,R_0603,0603,AC0603FR-07137KL,Yes,smt,137kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227579,SMD,,,,603-AC0603FR-07137KL,1% 100mW,,,,,,,,,,,,,,,,
R34,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R35,1,137R,R_0603,0603,AC0603FR-07137KL,Yes,smt,137kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227579,SMD,,,,603-AC0603FR-07137KL,1% 100mW,,,,,,,,,,,,,,,,
R36,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R37,1,100K,R_0603,0603,AC0603FR-7W100KL,Yes,smt,200mW 100kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552302,SMD,,,,603-AC0603FR-7W100KL,1% 100mW,,,,,,,,,,,,,,,,
R38,1,100K,R_0603,0603,AC0603FR-7W100KL,Yes,smt,200mW 100kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552302,SMD,,,,603-AC0603FR-7W100KL,1% 100mW,,,,,,,,,,,,,,,,
R39,1,100K,R_0603,0603,AC0603FR-7W100KL,Yes,smt,200mW 100kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552302,SMD,,,,603-AC0603FR-7W100KL,1% 100mW,,,,,,,,,,,,,,,,
R4,1,120R,R_0603,0603,AC0603FR-7W120RL,Yes,smt,200mW 120Ω Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552306,SMD,,,,603-AC0603FR-7W120RL,250mW,,,,,,,,,,,,,,,,
R40,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R41,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R42,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R43,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R44,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R45,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R46,1,1M,R_0603,0603,AC0603FR-7W1ML,Yes,smt,200mW 1MΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142017,SMD,,,,603-AC0603FR-7W1ML,1% 100mW,,,,,,,,,,,,,,,,
R47,1,1M,R_0603,0603,AC0603FR-7W1ML,Yes,smt,200mW 1MΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142017,SMD,,,,603-AC0603FR-7W1ML,1% 100mW,,,,,,,,,,,,,,,,
R48,1,1M,R_0603,0603,AC0603FR-7W1ML,Yes,smt,200mW 1MΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142017,SMD,,,,603-AC0603FR-7W1ML,1% 100mW,,,,,,,,,,,,,,,,
R49,1,137R,R_0603,0603,AC0603FR-07137KL,Yes,smt,137kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227579,SMD,,,,603-AC0603FR-07137KL,1% 100mW,,,,,,,,,,,,,,,,
R5,1,0R,R_0805_2012Metric,0603,CRCW08050000Z0EAHP,Yes,smt,500mW 0Ω 150V Thick Film Resistor 0805 Chip Resistor - Surface Mount RoHS,VISHAY,C844811,SMD,,,,71-CRCW08050000Z0EAH,250mW,,,,,,,,,,,,,,,,
R50,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R51,1,137R,R_0603,0603,AC0603FR-07137KL,Yes,smt,137kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227579,SMD,,,,603-AC0603FR-07137KL,1% 100mW,,,,,,,,,,,,,,,,
R52,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R53,1,137R,R_0603,0603,AC0603FR-07137KL,Yes,smt,137kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227579,SMD,,,,603-AC0603FR-07137KL,1% 100mW,,,,,,,,,,,,,,,,
R54,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R55,1,100K,R_0603,0603,AC0603FR-7W100KL,Yes,smt,200mW 100kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552302,SMD,,,,603-AC0603FR-7W100KL,1% 100mW,,,,,,,,,,,,,,,,
R56,1,100K,R_0603,0603,AC0603FR-7W100KL,Yes,smt,200mW 100kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552302,SMD,,,,603-AC0603FR-7W100KL,1% 100mW,,,,,,,,,,,,,,,,
R57,1,100K,R_0603,0603,AC0603FR-7W100KL,Yes,smt,200mW 100kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552302,SMD,,,,603-AC0603FR-7W100KL,1% 100mW,,,,,,,,,,,,,,,,
R58,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R59,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R6,1,0R,R_0805_2012Metric,0603,CRCW08050000Z0EAHP,Yes,smt,500mW 0Ω 150V Thick Film Resistor 0805 Chip Resistor - Surface Mount RoHS,VISHAY,C844811,SMD,,,,71-CRCW08050000Z0EAH,250mW,,,,,,,,,,,,,,,,
R60,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R61,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R62,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R63,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R64,1,1M,R_0603,0603,AC0603FR-7W1ML,Yes,smt,200mW 1MΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142017,SMD,,,,603-AC0603FR-7W1ML,1% 100mW,,,,,,,,,,,,,,,,
R65,1,137R,R_0603,0603,AC0603FR-07137KL,Yes,smt,137kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227579,SMD,,,,603-AC0603FR-07137KL,1% 100mW,,,,,,,,,,,,,,,,
R66,1,590R,R_0603,0603,AC0603FR-07590RL,Yes,smt,590Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C227973,SMD,,,,603-AC0603FR-07590RL,1% 100mW,,,,,,,,,,,,,,,,
R67,1,100K,R_0603,0603,AC0603FR-7W100KL,Yes,smt,200mW 100kΩ Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C5552302,SMD,,,,603-AC0603FR-7W100KL,1% 100mW,,,,,,,,,,,,,,,,
R68,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R69,1,10K,R_0603,0603,AC0603FR-7W10KL,Yes,smt,10kΩ 200mW Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,YAGEO,C20142011,SMD,,,,603-AC0603FR-7W10KL,1% 100mW,,,,,,,,,,,,,,,,
R7,1,0R,R_0805_2012Metric,0603,CRCW08050000Z0EAHP,Yes,smt,500mW 0Ω 150V Thick Film Resistor 0805 Chip Resistor - Surface Mount RoHS,VISHAY,C844811,SMD,,,,71-CRCW08050000Z0EAH,250mW,,,,,,,,,,,,,,,,
R70,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R71,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R72,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R73,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R74,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R75,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R76,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
R8,1,0R,R_0805_2012Metric,0603,CRCW08050000Z0EAHP,Yes,smt,500mW 0Ω 150V Thick Film Resistor 0805 Chip Resistor - Surface Mount RoHS,VISHAY,C844811,SMD,,,,71-CRCW08050000Z0EAH,250mW,,,,,,,,,,,,,,,,
R9,1,330R,R_0603,0603,AC0603FR-7W330RL,Yes,smt,330Ω ±1% 200mW 0603 Thick Film Resistor,YAGEO,C513549,SMD,,,,603-AC0603FR-7W330RL,1% 100mW,,,,,,,,,,,,,,,,
TP1,1,GND,KEYSTONE_5006,"Through Hole,P=2.54mm",5006,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Black Compact",Keystone Electronics,C2906764,THT,,,,534-5006,,,,Keystone Electronics Corp.,Test Point Compact THM PC .350 L .125 OD Heat Resistant Nylon 46 Black | Keystone Electronics 5006,None,https://www.snapeda.com/parts/5006/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5006/Keystone/view-part/?ref=snap,5006,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=4479071&manufacturer=Keystone Electronics Corp.&part_name=5006&search_term=keystone 5006,5006,Compact-Series
TP10,1,DCD,KEYSTONE_5121,"Through Hole,P=2.54mm",5121,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Green Compact",Keystone Electronics§,C5272789,THT,,,,534-5121,,,,Keystone Electronics,"Blue PC Test Point, Compact Phosphor Bronze Silver Plating 0.063 (1.60mm) Hole Diameter Mounting Type",None,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=snap,5122,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=9424815&manufacturer=Keystone Electronics&part_name=5122&search_term=keystone 5122,5006,
TP11,1,TX-(Z),KEYSTONE_5009,"Through Hole,P=2.54mm",5014,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Yellow Multipurpose",Keystone Electronics§,C238128,THT,,,,534-5014,,,,Keystone Electronics Corp.,Test Point Compact THM H .350 Nylon46 Insulated Yellow PhosBronze/Silver | Keystone Electronics 5009,None,https://www.snapeda.com/parts/5009/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5009/Keystone/view-part/?ref=snap,5009,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,,5006,
TP12,1,RXD,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,Compact THM Test Point -Green,None,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=snap,5121,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=5529205&manufacturer=Keystone Electronics&part_name=5121&search_term=keystone 5121,5006,
TP13,1,RXD,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,"Blue PC Test Point, Compact Phosphor Bronze Silver Plating 0.063 (1.60mm) Hole Diameter Mounting Type",None,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=snap,5122,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=9424815&manufacturer=Keystone Electronics&part_name=5122&search_term=keystone 5122,5006,
TP14,1,TX+(Y),KEYSTONE_5009,"Through Hole,P=2.54mm",5014,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Yellow Multipurpose",Keystone Electronics§,C238128,THT,,,,534-5014,,,,Keystone Electronics Corp.,Test Point Compact THM H .350 Nylon46 Insulated Yellow PhosBronze/Silver | Keystone Electronics 5009,None,https://www.snapeda.com/parts/5009/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5009/Keystone/view-part/?ref=snap,5009,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,,5006,
TP15,1,TXD,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,Compact THM Test Point -Green,None,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=snap,5121,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=5529205&manufacturer=Keystone Electronics&part_name=5121&search_term=keystone 5121,5006,
TP16,1,TXD,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,"Blue PC Test Point, Compact Phosphor Bronze Silver Plating 0.063 (1.60mm) Hole Diameter Mounting Type",None,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=snap,5122,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=9424815&manufacturer=Keystone Electronics&part_name=5122&search_term=keystone 5122,5006,
TP17,1,RX+(A),KEYSTONE_5008,"Through Hole,P=2.54mm",5013,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Orange Multipurpose",Keystone Electronics§,C2906767,THT,,,,534-5013,,,,Keystone Electronics,Compact THM Test Point -Orange,None,https://www.snapeda.com/parts/5008/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5008/Keystone/view-part/?ref=snap,5008,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,,5006,
TP18,1,DTR,KEYSTONE_5121,"Through Hole,P=2.54mm",5121,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Green Compact",Keystone Electronics§,C5272789,THT,,,,534-5121,,,,Keystone Electronics,Compact THM Test Point -Green,None,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=snap,5121,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=5529205&manufacturer=Keystone Electronics&part_name=5121&search_term=keystone 5121,5006,
TP19,1,DTR,KEYSTONE_5121,"Through Hole,P=2.54mm",5121,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Green Compact",Keystone Electronics§,C5272789,THT,,,,534-5121,,,,Keystone Electronics,"Blue PC Test Point, Compact Phosphor Bronze Silver Plating 0.063 (1.60mm) Hole Diameter Mounting Type",None,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=snap,5122,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=9424815&manufacturer=Keystone Electronics&part_name=5122&search_term=keystone 5122,5006,
TP2,1,5V0 IN,KEYSTONE_5005,"Through Hole,P=2.54mm",5005,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Red Compact",Keystone Electronics,C2906763,THT,,,,534-5005,,,,Keystone Electronics,Test Point Compact THM H .350 Nylon46 Insulated Red PhosBronze/Silver | Keystone Electronics 5005,None,https://www.snapeda.com/parts/5005/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5005/Keystone/view-part/?ref=snap,5005,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,,5006,Compact-Series
TP20,1,RX-(B),KEYSTONE_5008,"Through Hole,P=2.54mm",5013,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Orange Multipurpose",Keystone Electronics§,C2906767,THT,,,,534-5013,,,,Keystone Electronics,Compact THM Test Point -Orange,None,https://www.snapeda.com/parts/5008/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5008/Keystone/view-part/?ref=snap,5008,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,,5006,
TP21,1,RI,KEYSTONE_5121,"Through Hole,P=2.54mm",5121,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Green Compact",Keystone Electronics§,C5272789,THT,,,,534-5121,,,,Keystone Electronics,Compact THM Test Point -Green,None,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=snap,5121,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=5529205&manufacturer=Keystone Electronics&part_name=5121&search_term=keystone 5121,5006,
TP22,1,GND,KEYSTONE_5006,"Through Hole,P=2.54mm",5006,,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Black Compact",Keystone Electronics,C2906764,THT,,,,534-5006,,,,Keystone Electronics Corp.,Test Point Compact THM PC .350 L .125 OD Heat Resistant Nylon 46 Black | Keystone Electronics 5006,None,https://www.snapeda.com/parts/5006/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5006/Keystone/view-part/?ref=snap,5006,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=4479071&manufacturer=Keystone Electronics Corp.&part_name=5006&search_term=keystone 5006,5006,
TP23,1,RTS,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,Compact THM Test Point -Green,None,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=snap,5121,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=5529205&manufacturer=Keystone Electronics&part_name=5121&search_term=keystone 5121,5006,
TP24,1,DSR,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,"Blue PC Test Point, Compact Phosphor Bronze Silver Plating 0.063 (1.60mm) Hole Diameter Mounting Type",None,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=snap,5122,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=9424815&manufacturer=Keystone Electronics&part_name=5122&search_term=keystone 5122,5006,
TP25,1,CTS,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,Compact THM Test Point -Green,None,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5121/Keystone/view-part/?ref=snap,5121,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=5529205&manufacturer=Keystone Electronics&part_name=5121&search_term=keystone 5121,5006,
TP26,1,RTS,KEYSTONE_5122,"Through Hole,P=2.54mm",5122,Yes,tht,"(THM) THRU HOLE MOUNT TEST POINTS - COLOR KEYED, Blue Compact",Keystone Electronics§,C5272796,THT,,,,534-5122,,,,Keystone Electronics,"Blue PC Test Point, Compact Phosphor Bronze Silver Plating 0.063 (1.60mm) Hole Diameter Mounting Type",None,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=eda,https://www.snapeda.com/parts/5122/Keystone/view-part/?ref=snap,5122,In Stock,Keystone Electronics,5.59 mm,Manufacturer Recommendations,F,https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=9424815&manufacturer=Keystone Electronics&part_name=5122&search_term=keystone 5122,5006,
